#,Rank FMCK Skövde,Rank Töreboda MK,Rank Tidaholms MK,Rank Falköpings MK,Rank Carlsborgs MK,Rank Tibro MK,Namn,Klubb,Klass,Predicted_Rank,Rank
981.0,195.0,277.0,227.0,107.8,256.0,152.2,Alex Åhlén,FMCK Strängnäs,Ungdom E0,202.50000000000003,432
5711.0,237.2,225.6,179.8,251.0,142.6,179.6,William Sköld,Falköpings MK,Ungdom E0,202.63333333333335,433
410.0,210.2,274.0,261.0,105.0,237.0,129.0,Fredrik Hassesjö,Ulricehamns MK,Motion 40-49,202.70000000000002,434
1611.0,258.0,218.0,189.0,133.0,177.0,241.4,Marcus Hjelm,Falköpings MK,Motion -39,202.73333333333335,435
510.0,201.2,188.6,258.0,184.0,218.2,169.2,Viktor Isaksson,Kils MK,Ungdom E1,203.20000000000005,436
637.0,175.8,205.6,203.4,294.0,210.0,131.6,Roger Nyström,FMCK Borås,Motion 50-59,203.40000000000003,437
568.0,160.2,224.4,287.8,213.0,210.6,125.6,Johanna Blom,Botkyrka MK,Motion Dam,203.60000000000002,438
572.0,193.4,252.0,228.4,230.4,202.0,117.0,Joel Kvist,Försvarsmaktens EK,Motion -39,203.8666666666667,439
532.0,204.6,253.6,183.8,209.0,237.0,137.0,Rasmus Engelmann,Botkyrka MK,Motion 30-39,204.1666666666667,440
1449.0,238.4,198.0,244.0,94.0,203.0,251.0,Terje Berge,Flittig Enduro,Motion 50-59,204.73333333333335,441
6753.0,237.2,225.6,179.8,264.0,142.6,179.6,Erik Elowson,FMCK Skövde,Motion -39,204.80000000000004,442
40.0,305.0,233.0,265.0,114.0,144.0,171.6,Alexander Andersson,Tranemo MK,Junior,205.43333333333337,443
6111.0,237.2,225.6,179.8,268.0,142.6,179.6,Mathias Svensson,Skene MS,Motion 50-59,205.4666666666667,444
613.0,186.0,233.8,154.0,260.2,240.8,158.6,Anton Isaksson,Götene MK,Motion -39,205.5666666666667,445
1005.0,200.4,290.0,254.0,119.2,230.6,140.2,Christer Johansson,Varbergs MK,Motion 50-59,205.73333333333335,446
804.0,153.6,216.0,192.0,324.0,218.8,131.6,Grim Fallenius,Götene MK,Motion -39,206.00000000000003,447
6092.0,237.2,225.6,179.8,272.0,142.6,179.6,Fredrik Bellqvist,Örbyhus MCK,Motion 16-29,206.13333333333335,448
1446.0,259.0,217.0,268.2,91.0,183.6,218.6,Hampus Andersson,Tibro MK,Ungdom E0,206.23333333333332,449
972.0,219.4,320.0,265.4,112.4,226.0,95.0,Markus Stjernström,Vimmerby MS,Motion -39,206.36666666666673,450
566.0,165.0,251.4,282.0,222.4,200.2,117.6,Marwin Wik,Skene MS,Ungdom E1,206.43333333333337,451
441.0,249.0,204.0,289.0,197.2,220.0,80.0,Rasmus Hansson,Skene MS,Motion -39,206.53333333333336,452
516.0,220.0,190.6,246.0,221.2,191.0,172.0,Christian Johansson,Tidaholms MK,Motion 40-49,206.80000000000004,453
556.0,189.0,267.0,78.0,241.8,267.0,199.0,Fredrik Sjöstedt,Norrahammars MK,Motion 50-59,206.9666666666667,454
1409.0,206.2,232.2,215.8,105.0,218.4,266.0,Linus Knutsson,Falköpings MK,Junior,207.2666666666667,455
501.0,159.0,214.0,213.6,226.4,275.0,157.0,Gustav Strinne,Edsvära MCK,Motion -39,207.50000000000006,456
799.0,176.0,201.0,201.2,325.0,217.0,125.0,Peter Blomdahl,Ulricehamns MK,Motion 50-59,207.53333333333336,457
6226.0,237.2,225.6,179.8,283.0,142.6,179.6,Jonas Lyttbacka,Örebro EK,Motion 40-49,207.9666666666667,458
573.0,189.8,205.0,254.8,226.4,196.0,176.4,Louise Svensson,Götene MK,Motion Dam,208.06666666666672,459
809.0,179.4,216.0,192.0,312.0,218.8,131.6,Robert Oskarsson,Hallsbergs MK,Motion 50-59,208.30000000000004,460
27.0,324.0,198.0,276.0,138.0,197.8,116.6,Johan Karlsson,Älvbygdens MK,Motion 40-49,208.4,461
1233.0,237.0,281.0,208.0,112.0,213.0,200.0,Lisa Skagerberg,MCK Hallandia,Motion Dam,208.5,462
6178.0,237.2,225.6,179.8,287.0,142.6,179.6,Richard Kling,Kortedala MK,Motion 50-59,208.63333333333335,463
1019.0,250.0,164.4,315.0,111.2,242.6,169.6,Marie Gustafsson,Ulricehamns MK,Motion Dam,208.80000000000004,464
1254.0,203.0,242.0,224.0,121.0,222.0,241.0,Ola Korsell,Götene MK,Motion 40-49,208.83333333333334,465
657.0,167.8,261.6,201.0,256.0,194.4,173.6,Hans-Petter Eikedalen,Flittig Motocross & ATV,Motion -39,209.06666666666672,466
6033.0,237.2,225.6,179.8,290.0,142.6,179.6,Fredrik Genander,Nyköpings MS,Motion 30-39,209.13333333333335,467
1505.0,259.0,260.6,234.2,144.6,151.0,206.0,Arvid Hellqvist,Töreboda MK,Junior,209.23333333333335,468
641.0,186.6,205.6,197.4,323.0,211.6,131.6,Henrik Madsen,Huskvarna MK,Motion -39,209.30000000000004,469
1303.0,220.4,211.6,260.0,111.4,271.0,182.6,Robin Stjernström,Vimmerby MS,Junior,209.50000000000003,470
1013.0,202.0,253.2,265.0,113.0,258.0,167.8,Tomas Sjöquist,Försvarsmaktens EK,Motion 50-59,209.83333333333334,471
585.0,193.8,247.0,269.0,268.0,160.6,120.8,Samuel Öberg,Kullings MS,Ungdom E0,209.8666666666667,472
1001.0,226.0,314.8,257.0,111.2,159.8,192.6,Ronnie Nilsson,Töreboda MK,Motion -39,210.23333333333335,473
508.0,196.6,188.6,258.0,231.0,218.2,169.8,Edwin Djurstedt,Djursdala SK,Ungdom E1,210.3666666666667,474
811.0,179.4,216.0,192.0,327.0,218.8,131.6,Joakim Ericsson,Töreboda MK,Motion 40-49,210.80000000000004,475
1414.0,206.2,232.2,215.8,105.0,212.4,294.0,Jimmy Kaukinen,Wäxjö MS,Motion 50-59,210.9333333333334,476
813.0,179.4,216.0,192.0,328.0,218.8,131.6,Hannu Ylipekkala,Anderstorp RC,Motion 40-49,210.9666666666667,477
658.0,167.8,261.6,201.0,269.0,194.4,173.6,Asbjørn Sletholt,"Utenlandsk klubb, Flittig",Motion 60-,211.23333333333338,478
962.0,232.0,213.8,230.2,325.0,178.6,89.0,Andreas Axelsson,Tibro MK,Bredd,211.43333333333337,479
6273.0,237.2,225.6,179.8,304.0,142.6,179.6,Liam Nilsson,Tidaholms MK,Ungdom E0,211.4666666666667,480
812.0,179.4,216.0,192.0,334.0,218.8,131.6,Alfred Gustavsson,Mariestads EK,Ungdom E1,211.9666666666667,481
623.0,172.0,248.8,217.2,279.0,214.8,140.0,Viggo Johansson,SMK Eksjö,Junior,211.96666666666673,482
647.0,186.6,248.2,181.4,307.0,189.8,159.0,Jan Backelin,MK Pionjär,Motion 60-,212.00000000000003,483
6004.0,237.2,225.6,179.8,309.0,142.6,179.6,Magnus Kallander,Linköpings MS,Motion 50-59,212.30000000000004,484
500.0,154.0,220.0,264.0,226.4,239.0,171.0,Krister Andersson,Mariestads EK,Motion 50-59,212.40000000000006,485
557.0,233.2,275.0,211.0,241.8,183.4,130.2,Anders Löf,Hallsbergs MK,Motion 50-59,212.43333333333337,486
929.0,98.0,291.0,216.0,325.0,198.6,148.2,Joel Granath,SMK Gävle,Motion 30-39,212.80000000000004,487
555.0,200.0,275.0,218.0,243.2,198.2,143.6,Mille Söderblom,Hallsbergs MK,Ungdom E1,213.0,488
51.0,201.8,267.2,281.6,97.8,167.0,264.0,Johan Hedström,Kinds MK,Motion -39,213.2333333333334,489
6001.0,237.2,225.6,179.8,319.0,142.6,179.6,Henrik Karlsson,Stenungsunds MS,Motion 50-59,213.9666666666667,490
939.0,178.0,271.8,167.0,325.0,194.0,149.6,Johan Iwarson,Götene MK,Motion 50-59,214.23333333333335,491
778.0,186.6,216.0,192.0,274.0,218.8,198.2,Erik Hedstad,Göta MS,Motion 40-49,214.26666666666668,492
567.0,195.8,224.4,287.8,225.0,210.6,142.4,Anders Edin,Falköpings MK,Motion 50-59,214.33333333333337,493
622.0,172.0,248.8,201.8,311.0,214.8,140.0,Edvin Hagman,Falköpings MK,Junior,214.73333333333338,494
656.0,167.8,261.6,201.0,291.0,194.4,173.6,Thomas Malmqvist,Folkare MK,Motion 60+,214.90000000000003,495
655.0,186.6,261.6,201.0,273.0,194.4,173.6,Olle Söderberg,Falköpings MK,Ungdom E0,215.03333333333336,496
582.0,178.4,299.0,257.4,258.0,160.6,136.8,Roger Einerskog,Alingsås MCK,Bredd,215.03333333333336,497
535.0,224.0,210.0,192.6,221.6,257.0,185.4,Stefan Pettersen,Falköpings MK,Motion 60-,215.10000000000002,498
562.0,208.0,211.0,273.0,237.0,194.0,168.0,Jesper Börjesson,Tibro MK,Senior,215.1666666666667,499
4717.0,237.2,225.6,202.8,305.0,142.6,179.6,Mats Alfredsson,Bengtsfors MCC,Bredd,215.4666666666667,500
1278.0,293.0,259.0,251.8,111.0,178.6,199.4,Hampus Högström,Norrahammars MK,Senior,215.4666666666667,501
6068.0,237.2,225.6,179.8,329.0,142.6,179.6,Jimmy Kaukinen,Wäxjö MS,Motion 50-59,215.63333333333338,502
56.0,204.2,212.0,291.0,123.0,240.0,224.6,Kent Aasheim,Emsk,Motion 40-49,215.80000000000004,503
27.0,256.6,169.6,264.0,120.8,227.0,257.0,Lennart Bengtsson,SMK Hedemora,Motion 60-,215.83333333333334,504
8.0,176.6,169.4,350.0,145.0,164.4,291.0,Mats Algotson,Värmullsåsens Mountainbike & EK,Motion 60+,216.06666666666672,505
632.0,219.4,236.0,231.0,268.0,192.0,151.0,Jesper Thorsson,Kungsbacka MA,Bredd,216.23333333333338,506
659.0,167.8,261.6,201.0,300.0,194.4,173.6,Johan Andersson,SMK Östgöta,Motion -39,216.40000000000003,507
549.0,312.0,221.0,219.4,237.4,157.0,153.2,Mikael Sengoltz,Wäxjö MS,Motion 40-49,216.66666666666666,508
1298.0,215.0,232.8,255.8,106.8,297.0,193.2,Magnus Forsling,FMCK Strängnäs,Motion 50-59,216.7666666666667,509
563.0,195.8,241.0,265.8,221.0,218.0,159.8,Johan Siggesson,Tibro MK,Motion 50-59,216.90000000000006,510
570.0,182.8,232.8,354.0,214.4,194.8,123.2,Marcus Olsson,Kullings MS,Bredd,217.00000000000003,511
528.0,177.0,250.0,219.0,244.6,252.2,159.4,Lennart Bodin,FMCK Borås,Motion 50-59,217.0333333333334,512
566.0,195.8,251.4,287.8,215.0,210.6,142.4,Per Kristian Svensrud,Jevnaker MK,Junior,217.1666666666667,513
1213.0,218.4,272.0,258.0,116.0,211.0,228.0,Mikael Sahlin,Lidköpings MCK,Motion 40-49,217.23333333333338,514
509.0,196.6,188.6,258.0,276.0,218.2,166.4,Johan Thorn,Götene MK,Motion 50-59,217.30000000000004,515
1501.0,256.8,230.0,250.4,114.2,216.0,237.4,Johan Arne Wärnelöv,Tranås MS,Motion -39,217.4666666666667,516
593.0,193.8,213.0,194.6,269.8,243.0,192.4,Philip Johansson,Skene MS,Bredd,217.7666666666667,517
663.0,216.8,273.8,201.0,244.0,194.4,179.8,Mats Karlsson,Kungsbacka MA,Motion 60-,218.30000000000004,518
1223.0,257.0,241.0,221.0,118.0,219.0,254.0,Richard Karlsson,Götene MK,Motion 50-59,218.33333333333334,519
644.0,186.6,248.2,181.4,326.0,211.6,159.0,William Larsson,FMCK Skövde,Ungdom E0,218.80000000000004,520
1508.0,248.0,262.0,241.0,117.0,211.0,236.0,Ulf Åström,Wäxjö MS,Bredd,219.16666666666669,521
125.0,297.0,318.0,242.0,73.8,223.0,165.0,Daniel Jönsson,Vimmerby MS,Motion 40-49,219.80000000000004,522
569.0,197.0,260.0,202.2,215.2,254.0,190.4,Per-Olov Ask,Lilla Edets MCK,Motion 50-59,219.80000000000004,523
181.0,150.4,328.0,318.0,106.2,213.6,203.0,Lina Petersson,Solshesters MCK,Motion Dam,219.8666666666667,524
6006.0,237.2,225.6,202.8,332.0,142.6,179.6,Andreas Mörk,Laxå MK,Motion -39,219.9666666666667,525
928.0,191.4,222.0,250.0,325.0,198.0,134.0,Wilmer Kihlgren,Hjo MK,Ungdom E0,220.06666666666672,526
563.0,165.4,395.0,235.2,237.0,167.2,124.8,Peter Björnqvist,FMCK Borås,Motion 50-59,220.7666666666667,527
542.0,145.0,304.0,221.2,278.4,217.2,161.0,Mikael Bengtsson,Falköpings MK,Motion 40-49,221.13333333333338,528
52.0,198.4,225.0,284.0,133.6,189.0,297.0,Jonas Johansson,FMCK Borås,Motion 50-59,221.1666666666667,529
667.0,216.8,273.8,234.2,229.0,194.4,179.8,Daniel Hellstadius,Kullings MS,Motion -39,221.33333333333334,530
664.0,216.8,273.8,201.0,265.0,194.4,179.8,Ida Dienus,Norrahammars MK,Motion Dam,221.80000000000004,531
565.0,195.8,251.4,287.8,238.0,198.6,159.8,Jan Wester,FMCK Skövde,Motion 50-59,221.90000000000006,532
617.0,211.6,265.8,218.0,260.0,214.8,162.6,Stefan Svensson,SMK Värnamo,Motion 60-,222.13333333333338,533
567.0,172.4,302.0,221.8,222.4,234.0,182.2,Pontus Skoog,Karlskoga EK,Senior,222.4666666666667,534
589.0,204.8,208.0,255.4,269.6,249.0,149.0,Anders Engström,Stenungsunds MS,Motion 50-59,222.63333333333335,535
1020.0,240.6,271.0,306.0,119.2,262.0,140.8,Andreas Remfäldt,Mariestads EK,Motion 40-49,223.2666666666667,536
559.0,190.0,285.0,256.8,246.2,214.6,147.0,Mikael Blom,Tibro MK,Motion 50-59,223.2666666666667,537
47.0,299.0,230.4,263.2,141.0,195.4,211.8,Jonas Laigar,Tranemo MK,Motion 50-59,223.46666666666667,538
361.0,287.0,217.6,230.0,220.0,213.6,172.8,Linnéa Jensmark,Solshesters MCK,Motion Dam,223.5,539
1270.0,281.0,234.0,251.0,124.4,203.8,247.0,Johan Thorn,Beskaskinn MC,Motion 50-59,223.53333333333336,540
58.0,185.8,400.0,247.0,97.4,201.8,212.0,Hugo Svensson,Vimmerby MS,Junior,224.00000000000006,541
811.0,161.0,258.8,235.0,325.0,232.8,133.0,Charlie Turesson,FMCK Hässleholm,Motion 40-49,224.26666666666674,542
963.0,233.0,234.4,199.8,325.0,210.6,143.0,Petri Mehtonen,FMCK Skövde,Motion 50-59,224.30000000000004,543
1512.0,256.8,238.0,266.4,126.0,227.4,237.4,Melvin Blom,Bodafors MK,Junior,225.33333333333337,544
135.0,184.8,225.6,330.0,143.0,284.4,185.2,Benjamin Bengtsson,Falköpings MK,Ungdom E0,225.50000000000006,545
676.0,216.8,274.0,236.8,217.0,201.4,207.6,Anton Persson,Tibro MK,Motion -39,225.60000000000005,546
234.0,268.0,339.0,214.4,99.6,244.4,191.0,Johan Andersson,Göta MS,Motion 50-59,226.0666666666667,547
546.0,240.0,248.8,237.8,257.0,221.0,157.2,Lucas Robinsson,Falköpings MK,Bredd,226.96666666666673,548
558.0,219.0,252.0,229.6,241.8,216.0,204.0,Anders Eriksson,Tibro MK,Senior,227.0666666666667,549
351.0,287.0,250.8,220.4,218.0,213.6,172.8,Fredrik Langvall,Skene MS,Motion 50-59,227.10000000000002,550
504.0,198.0,263.4,252.2,242.4,250.0,158.0,Martin Börjesson,FMCK Borås,Motion 40-49,227.33333333333337,551
540.0,217.2,223.0,243.0,250.2,245.0,185.8,Victor Johansson,Norrahammars MK,Motion 40-49,227.3666666666667,552
1500.0,255.0,269.0,285.0,102.0,229.0,225.0,Asbjørn Sletholt,Flittig motocross & ATV,Motion 60+,227.50000000000003,553
1548.0,256.4,239.0,266.6,122.8,243.4,237.4,Emelie Sandström,Bengtsfors MCC,Dam,227.60000000000002,554
988.0,222.0,324.0,328.0,118.4,247.0,126.2,Olle Gustafsson,Team Värmland MK,Junior,227.60000000000002,555
1346.0,294.0,265.0,241.6,103.0,218.0,245.0,Marcus Ljung,SMK Trollhättan,Motion 50-59,227.76666666666668,556
1512.0,241.2,246.4,260.0,128.0,256.2,236.2,Christoffer Mars,Sotenäs MCC,Senior,228.00000000000003,557
1512.0,278.4,250.6,245.0,135.6,213.8,246.0,Leo Klasson,Tibro MK,Ungdom E0,228.23333333333335,558
673.0,216.8,274.0,236.8,253.0,183.4,207.6,Andreas Loponen,SMK Motala MC-Klubb,Motion 30-39,228.60000000000005,559
545.0,245.0,266.0,209.0,264.2,227.4,160.6,Oliver Wennerholm,FMCK Borås,Motion -39,228.70000000000002,560
584.0,182.4,251.4,254.8,314.0,200.4,170.0,Terje Berge,Flittig,Motion 50-59,228.8333333333334,561
541.0,193.0,270.0,234.0,276.2,237.0,163.0,André Högberg,Falköpings MK,Junior,228.8666666666667,562
565.0,207.2,235.0,269.0,237.0,206.4,219.0,Peter Damgren,FMCK Skövde,Motion 50-59,228.93333333333337,563
587.0,213.4,239.4,269.0,268.0,205.0,180.0,Kristian Broström,Botkyrka MK,Motion 30-39,229.13333333333335,564
1259.0,280.0,237.0,253.0,125.0,229.0,253.0,Simon Holmbäck,Hjo MK,Motion -39,229.50000000000003,565
1274.0,232.6,247.6,324.0,120.4,216.6,236.6,Linnéa Åkesson,FMCK Skövde,Dam,229.63333333333335,566
678.0,216.8,283.6,236.8,233.0,201.4,207.6,Johan Sigby,Norrahammars MK,Bredd,229.8666666666667,567
24.0,318.0,273.0,312.0,138.0,273.0,66.0,Andreas Jankowiak,Stenungsunds MS,Motion -39,230.0,568
599.0,245.4,294.6,246.2,261.0,235.0,98.0,Gustav Malm,Hallsbergs MK,Motion -39,230.03333333333336,569
786.0,204.4,284.0,226.0,314.2,212.0,140.0,Philip Landh,SMK Trollhättan,Bredd,230.10000000000005,570
610.0,211.6,295.4,226.8,207.0,262.0,178.6,Hampus Söderblom,Hedesunda CK,Motion 30-39,230.23333333333335,571
1268.0,229.0,243.6,303.0,120.4,232.0,255.0,Tomas Karlsson,Skene MS,Motion 50-59,230.50000000000006,572
680.0,216.8,283.6,236.8,232.0,201.4,212.8,Hans Svärd,Alingsås MCK,Motion 50-59,230.5666666666667,573
1275.0,263.0,281.6,300.0,107.0,201.4,231.0,Pontus Holm,Vimmerby MS,Motion 16-29,230.6666666666667,574
665.0,216.8,273.8,234.2,285.0,194.4,179.8,Bo Karlsson,Lilla Edets MCK,Motion 60-,230.6666666666667,575
614.0,211.6,265.8,226.8,266.0,262.0,152.0,Joakim Liljeblad,SMK Motala MC-Klubb,Motion 50-59,230.70000000000005,576
525.0,246.0,196.6,271.4,248.6,249.0,176.2,Hilda Sjöberg,Tibro MK,Dam,231.3,577
1376.0,290.6,255.0,243.4,119.0,238.0,246.0,Fredrik Gren,FMCK Borås,Motion 50-59,232.00000000000006,578
683.0,233.6,283.6,241.4,204.0,217.0,212.8,Håkan Gustafsson,Alingsås MCK,Motion 50-59,232.0666666666667,579
753.0,186.6,240.4,199.4,302.0,239.0,227.2,Per Johansson,SMK Södermanland,Motion 30-39,232.43333333333337,580
172.0,291.0,322.0,277.0,129.0,196.4,181.0,Anton Nordh,FMCK Skövde,Senior,232.73333333333338,581
619.0,211.6,265.8,218.0,325.0,214.8,162.6,Melker Jansson,Karlskoga EK,Motion -39,232.96666666666673,582
588.0,214.0,237.0,259.8,269.6,250.2,169.4,Måns Dalén,FMCK Skövde,Motion -39,233.33333333333334,583
679.0,216.8,283.6,236.8,254.0,201.4,207.6,Kalle Ahlin,Falköpings MK,Junior,233.3666666666667,584
12.0,292.0,248.0,300.0,101.0,183.8,276.0,Man - Alfred Ivarsson,Älvbygdens MK,Motion -39,233.4666666666667,585
823.0,165.2,254.6,244.4,325.0,227.2,185.0,Andreas Holmstrand,FMCK Borås,Motion 50-59,233.56666666666672,586
1512.0,264.6,281.6,257.0,134.4,228.0,236.8,Axel Plogner,Karlstad MX Klubb,Ungdom E1,233.73333333333338,587
452.0,187.0,289.4,325.0,183.6,253.6,164.4,Alvis Petersson,Norrahammars MK,Ungdom E0,233.83333333333337,588
507.0,189.8,233.8,306.6,275.0,228.2,169.8,Kenneth Zimmerblad,Skene MS,Motion 50-59,233.86666666666673,589
1220.0,277.0,264.0,254.0,123.0,246.0,243.0,Staffan Oldenburg,FMCK Skövde,Motion 60-,234.50000000000003,590
750.0,186.8,240.4,199.4,316.0,239.0,227.2,Conny Rask,SMK Södermanland,Motion 50-59,234.80000000000004,591
990.0,206.0,315.0,271.0,118.4,289.0,210.0,William Berg,Solshesters MCK,Junior,234.90000000000006,592
1400.0,242.6,246.0,248.0,130.0,244.0,300.0,Max Nordmark,Varbergs MK,Junior,235.10000000000002,593
562.0,194.2,262.0,265.8,286.0,218.0,187.4,Per Hedskog,SMK Trollhättan,Motion 50-59,235.56666666666672,594
955.0,247.0,312.0,283.0,118.4,274.0,181.2,Thomas Nilsson,Falköpings MK,Motion 60-,235.9333333333334,595
1511.0,288.0,249.0,268.0,115.0,252.0,244.0,Richard Mickelsson,Tibro MK,Motion -39,236.0,596
675.0,216.8,274.0,236.8,298.0,183.4,207.6,Henric Björk,FMCK Borås,Motion 50-59,236.10000000000005,597
499.0,222.2,240.4,341.6,181.0,235.0,197.0,Simon Nyström,Skene MS,Bredd,236.20000000000005,598
1290.0,257.6,237.0,322.0,151.0,215.2,236.0,Niclas Funke,Hallsbergs MK,Motion 16-29,236.4666666666667,599
523.0,276.0,286.0,217.8,248.6,210.0,182.4,Ludwig Eriksson,MK Nitro,Motion 16-29,236.8,600
544.0,193.2,293.6,262.0,330.0,187.8,155.0,Niklas Fransson,Vimmerby MS,Motion 40-49,236.9333333333334,601
917.0,209.0,254.0,232.0,325.0,243.0,162.0,Anders Edin,Falköpings MK,Motion 50-59,237.50000000000003,602
1272.0,266.6,341.0,244.8,126.2,215.6,232.6,Magnus Kallander,Linköpings MS,Motion 50-59,237.8,603
543.0,182.0,280.0,275.0,278.4,251.4,160.0,Joacim Wigertson,Kullings MS,Motion -39,237.80000000000004,604
495.0,246.8,240.4,341.6,166.0,235.0,197.0,Thim Svensson,Vissefjärda EK,Motion -39,237.80000000000007,605
682.0,233.6,283.6,241.4,255.0,201.4,212.8,Mats Johansson,Götene MK,Motion 50-59,237.96666666666667,606
195.0,134.2,360.0,358.0,106.2,225.4,246.2,Johan Karlsson,Götene MK,Motion 50-59,238.3333333333334,607
1004.0,231.4,308.0,295.4,118.4,272.0,205.0,Tomas Eriksson,Örebro EK,Motion 40-49,238.36666666666673,608
583.0,225.0,232.6,258.4,268.0,209.6,239.0,Dennis Olesen,Kullings MS,Motion -39,238.7666666666667,609
575.0,180.8,401.0,270.0,232.2,176.4,172.8,björn sandstedt,Götene MK,Motion 50-59,238.86666666666673,610
674.0,216.8,274.0,236.8,318.0,183.4,207.6,Björn Bäckström,MK Ran,Motion 40-49,239.43333333333337,611
1617.0,277.4,279.0,266.0,137.0,236.0,245.4,Johan Axelsson,Tibro MK,Motion 50-59,240.13333333333335,612
38.0,304.0,194.4,262.0,138.0,260.0,284.0,Christoffer Johnsson,Hisingens MK,Motion 40-49,240.40000000000006,613
677.0,216.8,274.0,236.8,306.0,201.4,207.6,Alexander Hagelin,FMCK Stockholm,Motion 16-29,240.43333333333337,614
1017.0,251.2,274.2,284.8,113.0,324.0,197.6,Philip Baumgartner,Götene MK,Motion -39,240.8,615
1272.0,257.2,293.0,298.0,120.0,255.0,222.8,Roy Kolberg,Team Westom Motorcykel,Motion 40-49,241.00000000000003,616
505.0,239.0,206.0,309.6,249.0,255.6,188.8,Stefan Liljedahl,Tibro MK,Motion 40-49,241.33333333333334,617
482.0,249.2,271.6,308.4,183.0,259.6,177.6,Sören Larsson,FMCK Borås,Motion 50-59,241.56666666666672,618
16.0,224.8,397.0,245.0,127.0,336.0,120.0,Andreas Nordström,Eds-Skottbacka MX Förening,Motion -39,241.63333333333333,619
415.0,302.0,254.0,306.4,216.0,229.2,144.2,Björn-Ola Kronander,FMCK Borås,Motion 50-59,241.96666666666664,620
607.0,211.6,295.4,226.8,280.0,259.8,178.6,Claes Gustafsson,Töreboda MK,Motion 50-59,242.03333333333336,621
1312.0,289.0,355.0,317.0,110.4,180.0,201.0,Jonathan Storm,Kortedala MK,Motion -39,242.0666666666667,622
938.0,234.0,307.6,223.0,325.0,198.4,165.4,Peter Appelqvist,Kortedala MK,Motion 50-59,242.23333333333335,623
727.0,233.6,268.0,246.6,302.4,239.4,164.0,Alexander Fält,Försvarsmaktens EK,Motion -39,242.33333333333337,624
942.0,183.8,346.0,164.6,325.0,230.6,205.2,Kent Nyberg,SMK Gävle,Motion 50-59,242.53333333333336,625
1313.0,303.0,238.4,282.0,126.0,225.0,282.0,Bernard Abrahamsson,FMCK BohusDal,Motion -39,242.73333333333338,626
107.0,220.8,336.0,310.0,86.4,311.0,193.2,Joakim Nystedt,Gnesta MK,Motion 40-49,242.90000000000006,627
946.0,231.0,315.0,220.8,325.0,203.2,164.8,William Almén,SMK Värnamo,Ungdom E1,243.3,628
1600.0,274.0,292.0,274.0,113.0,261.4,245.4,Hanna Rylander Ericson,Botkyrka MK,Motion Dam,243.30000000000004,629
945.0,183.8,351.0,165.4,325.0,238.8,196.0,Kristian Morsing,Carlsborgs MK,Motion 50-59,243.3333333333334,630
609.0,211.6,295.4,226.8,288.0,259.8,178.6,Patrik Johansson,Tibro MK,Motion 30-39,243.3666666666667,631
1473.0,334.0,234.0,333.0,119.4,210.2,231.8,Mikael Almqvist,Lidköpings MCK,Motion 50-59,243.73333333333335,632
685.0,233.6,283.6,241.4,243.0,249.6,212.8,Daniel Fridérus,Ulricehamns MK,Motion 40-49,244.00000000000003,633
958.0,231.6,314.0,288.0,118.4,290.0,224.0,Christer Strand,Tibro MK,Motion -39,244.33333333333337,634
1016.0,251.2,273.4,284.8,127.8,333.0,197.6,Rikard Hansson,Tibro MK,Senior,244.63333333333335,635
702.0,233.6,265.6,253.4,262.0,252.0,201.8,Frida Östlund,Karlskoga EK,Motion Dam,244.73333333333335,636
718.0,233.6,265.6,253.4,304.6,234.8,177.0,Anton Johansson,FMCK Borås,Motion -39,244.83333333333334,637
1524.0,283.4,262.2,270.6,137.6,263.0,260.0,Per Karlsson,SMK Vadstena,Motion 40-49,246.13333333333335,638
254.0,279.0,237.6,319.0,138.0,307.0,198.0,Sven Höglander,Djursdala SK,Ungdom E1,246.43333333333337,639
480.0,249.2,271.6,308.4,214.0,259.6,177.6,Kenneth Backman,FMCK Falun,Motion 50-59,246.7333333333334,640
692.0,233.6,283.6,241.4,258.0,252.0,212.8,Bengt Ekdahl,FMCK Borås,Motion 60-,246.9,641
1515.0,267.0,278.0,263.0,135.4,291.0,247.2,Roger Jakobsson,Kullings MS,Motion 60+,246.93333333333334,642
1266.0,265.0,315.4,309.2,131.6,237.2,225.6,Peter Johansson,Woxnadalens MK,Motion 40-49,247.33333333333337,643
1660.0,278.2,282.0,270.0,139.2,261.4,253.4,Rikard Bengtsson,FMCK Borås,Motion 50-59,247.36666666666667,644
601.0,225.6,284.0,243.8,261.0,277.0,197.0,Matilda Alexandersson Fridolfsson,Götene MK,Dam,248.06666666666672,645
9.0,345.0,405.0,264.2,173.0,184.8,117.6,Felix Baldesten Kjellström,Tibro MK,Ungdom E0,248.26666666666668,646
1256.0,251.0,331.0,237.0,140.0,253.0,278.0,Johan Wolgers,FMCK Borås,Bredd,248.3333333333334,647
690.0,233.6,283.6,241.4,267.0,252.0,212.8,Ida Larsson,Hallsbergs MK,Motion Dam,248.4,648
1421.0,303.4,364.0,293.2,109.2,179.2,246.6,Magnus Fröberg,FMCK Stockholm,Motion 50-59,249.26666666666668,649
497.0,222.2,240.4,341.6,261.0,235.0,197.0,George Svantesson,Kullings MS,Motion -39,249.53333333333336,650
2.0,286.0,261.0,292.0,136.0,276.0,248.0,Axel Gustafsson,Lidköpings MCK,Motion -39,249.83333333333334,651
