Plats,År,Plac,Klass,#,Namn,Klubb,Varv,Tid,Varv 1,Varv 2,Varv 3,Varv 4,Varv 5,Varv 6,Varv 7,Varv 8,Varv 9,Varv 10,Varv 11,Varv 1_Datetime,Varv 2_Datetime,Varv 3_Datetime,Varv 4_Datetime,Varv 5_Datetime,Varv 6_Datetime,Varv 7_Datetime,Varv 8_Datetime,Varv 9_Datetime,Varv 10_Datetime,Varv 11_Datetime
Tidaholms MK,2023.0,56.0,Motion -39,613.0,Erik Isaksson,Tranås MS,5.0,03:55.5,14:51.2,7:58.7,16:11.7,8:51.5,16:02.2,,,,,,,1900-01-01 00:14:51.200,1900-01-01 00:07:58.700,1900-01-01 00:16:11.700,1900-01-01 00:08:51.500,1900-01-01 00:16:02.200,,,,,,
Tidaholms MK,2023.0,57.0,Motion -39,631.0,Dennis Olesen,Kullings MS,5.0,04:01.4,15:45.1,7:41.8,16:08.1,7:54.5,16:31.7,,,,,,,1900-01-01 00:15:45.100,1900-01-01 00:07:41.800,1900-01-01 00:16:08.100,1900-01-01 00:07:54.500,1900-01-01 00:16:31.700,,,,,,
Tidaholms MK,2023.0,58.0,Motion 40-49,900.0,Hans Torsborn,Ulricehamns MK,5.0,04:05.1,15:36.0,7:12.1,15:21.2,7:42.5,18:13.1,,,,,,,1900-01-01 00:15:36.000,1900-01-01 00:07:12.100,1900-01-01 00:15:21.200,1900-01-01 00:07:42.500,1900-01-01 00:18:13.100,,,,,,
Tidaholms MK,2023.0,59.0,Motion -39,554.0,Markus Stjernström,Vimmerby MS,5.0,04:11.6,15:19.5,7:26.4,16:48.4,8:15.7,16:21.4,,,,,,,1900-01-01 00:15:19.500,1900-01-01 00:07:26.400,1900-01-01 00:16:48.400,1900-01-01 00:08:15.700,1900-01-01 00:16:21.400,,,,,,
Tidaholms MK,2023.0,60.0,Motion 40-49,935.0,Stefan Andersson,Lilla Edets MCK,5.0,04:27.6,15:48.8,7:47.1,15:36.7,8:49.3,16:25.4,,,,,,,1900-01-01 00:15:48.800,1900-01-01 00:07:47.100,1900-01-01 00:15:36.700,1900-01-01 00:08:49.300,1900-01-01 00:16:25.400,,,,,,
Tidaholms MK,2023.0,61.0,Motion -39,695.0,Dennis Eriksson,SMK Ronneby,5.0,04:38.2,16:15.6,8:02.6,16:08.9,8:12.6,15:58.5,,,,,,,1900-01-01 00:16:15.600,1900-01-01 00:08:02.600,1900-01-01 00:16:08.900,1900-01-01 00:08:12.600,1900-01-01 00:15:58.500,,,,,,
Tidaholms MK,2023.0,62.0,Motion 40-49,989.0,Fredrik Sääv,Götene MK,5.0,04:38.7,16:10.0,7:49.0,16:02.4,8:09.7,16:27.3,,,,,,,1900-01-01 00:16:10.000,1900-01-01 00:07:49.000,1900-01-01 00:16:02.400,1900-01-01 00:08:09.700,1900-01-01 00:16:27.300,,,,,,
Tidaholms MK,2023.0,63.0,Motion -39,509.0,Jonathan Storm,Kortedala MK,5.0,04:42.7,16:15.8,7:44.6,16:20.8,8:08.9,16:12.4,,,,,,,1900-01-01 00:16:15.800,1900-01-01 00:07:44.600,1900-01-01 00:16:20.800,1900-01-01 00:08:08.900,1900-01-01 00:16:12.400,,,,,,
Tidaholms MK,2023.0,64.0,Motion -39,584.0,Johan Arne Wärnelöv,Tranås MS,5.0,04:46.4,15:32.6,8:16.2,15:43.7,8:27.7,16:46.0,,,,,,,1900-01-01 00:15:32.600,1900-01-01 00:08:16.200,1900-01-01 00:15:43.700,1900-01-01 00:08:27.700,1900-01-01 00:16:46.000,,,,,,
Tidaholms MK,2023.0,65.0,Motion -39,650.0,Olle Samuelsson,Vimmerby MS,5.0,05:25.6,15:21.8,8:17.6,15:57.8,8:18.7,17:29.5,,,,,,,1900-01-01 00:15:21.800,1900-01-01 00:08:17.600,1900-01-01 00:15:57.800,1900-01-01 00:08:18.700,1900-01-01 00:17:29.500,,,,,,
Tidaholms MK,2023.0,66.0,Motion -39,566.0,Henrik Madsen,Huskvarna MK,5.0,05:29.4,15:52.7,7:57.2,16:32.2,8:23.4,16:43.8,,,,,,,1900-01-01 00:15:52.700,1900-01-01 00:07:57.200,1900-01-01 00:16:32.200,1900-01-01 00:08:23.400,1900-01-01 00:16:43.800,,,,,,
Tidaholms MK,2023.0,67.0,Motion -39,557.0,Wiktor Hjalmarsson,Oskarshamns MSK,5.0,05:30.7,15:59.1,8:20.1,16:24.4,8:33.2,16:13.8,,,,,,,1900-01-01 00:15:59.100,1900-01-01 00:08:20.100,1900-01-01 00:16:24.400,1900-01-01 00:08:33.200,1900-01-01 00:16:13.800,,,,,,
Tidaholms MK,2023.0,68.0,Motion 40-49,933.0,Ola Korsell,Götene MK,5.0,05:34.9,15:30.4,7:38.8,17:16.5,8:24.4,16:44.5,,,,,,,1900-01-01 00:15:30.400,1900-01-01 00:07:38.800,1900-01-01 00:17:16.500,1900-01-01 00:08:24.400,1900-01-01 00:16:44.500,,,,,,
Tidaholms MK,2023.0,69.0,Motion 40-49,995.0,Oddbjørn Sandvik,Flittig Enduro,5.0,05:43.9,16:37.8,8:06.0,16:24.0,8:22.7,16:13.2,,,,,,,1900-01-01 00:16:37.800,1900-01-01 00:08:06.000,1900-01-01 00:16:24.000,1900-01-01 00:08:22.700,1900-01-01 00:16:13.200,,,,,,
Tidaholms MK,2023.0,70.0,Motion -39,545.0,Grim Fallenius,Götene MK,5.0,05:49.9,16:36.6,7:49.3,16:25.6,7:50.5,17:07.7,,,,,,,1900-01-01 00:16:36.600,1900-01-01 00:07:49.300,1900-01-01 00:16:25.600,1900-01-01 00:07:50.500,1900-01-01 00:17:07.700,,,,,,
Tidaholms MK,2023.0,71.0,Motion 40-49,929.0,Rickard Bengtsson,Falköpings MK,5.0,06:01.0,16:18.5,8:08.9,16:20.1,8:39.8,16:33.5,,,,,,,1900-01-01 00:16:18.500,1900-01-01 00:08:08.900,1900-01-01 00:16:20.100,1900-01-01 00:08:39.800,1900-01-01 00:16:33.500,,,,,,
Tidaholms MK,2023.0,72.0,Motion 40-49,997.0,Robert Strandberg,Hjo MK,5.0,06:26.4,16:14.3,7:49.9,16:32.9,9:08.4,16:40.7,,,,,,,1900-01-01 00:16:14.300,1900-01-01 00:07:49.900,1900-01-01 00:16:32.900,1900-01-01 00:09:08.400,1900-01-01 00:16:40.700,,,,,,
Tidaholms MK,2023.0,73.0,Motion 40-49,908.0,Martin Börjesson,FMCK Borås,5.0,07:02.6,16:14.5,8:09.7,17:11.1,8:32.7,16:54.3,,,,,,,1900-01-01 00:16:14.500,1900-01-01 00:08:09.700,1900-01-01 00:17:11.100,1900-01-01 00:08:32.700,1900-01-01 00:16:54.300,,,,,,
Tidaholms MK,2023.0,74.0,Motion -39,540.0,Ronnie Nilsson,Töreboda MK,5.0,07:15.7,16:29.1,8:39.3,16:50.8,8:41.5,16:34.8,,,,,,,1900-01-01 00:16:29.100,1900-01-01 00:08:39.300,1900-01-01 00:16:50.800,1900-01-01 00:08:41.500,1900-01-01 00:16:34.800,,,,,,
Tidaholms MK,2023.0,75.0,Motion -39,555.0,Dennis Hörberg,Norrahammars MK,5.0,07:25.4,16:28.4,8:01.2,16:29.7,9:39.5,16:46.5,,,,,,,1900-01-01 00:16:28.400,1900-01-01 00:08:01.200,1900-01-01 00:16:29.700,1900-01-01 00:09:39.500,1900-01-01 00:16:46.500,,,,,,
Tidaholms MK,2023.0,76.0,Motion 40-49,947.0,Magnus Enander,Ulricehamns MK,5.0,07:33.5,16:24.7,8:06.4,16:49.2,9:02.8,17:10.2,,,,,,,1900-01-01 00:16:24.700,1900-01-01 00:08:06.400,1900-01-01 00:16:49.200,1900-01-01 00:09:02.800,1900-01-01 00:17:10.200,,,,,,
Tidaholms MK,2023.0,77.0,Motion -39,560.0,John Larsson,Carlsborgs MK,5.0,07:38.4,16:09.2,9:34.6,16:42.7,9:03.8,16:08.0,,,,,,,1900-01-01 00:16:09.200,1900-01-01 00:09:34.600,1900-01-01 00:16:42.700,1900-01-01 00:09:03.800,1900-01-01 00:16:08.000,,,,,,
Tidaholms MK,2023.0,78.0,Motion -39,574.0,Andreas Nordström,Eds-Skottbacka MX Förening,5.0,07:40.1,16:32.7,8:18.0,17:24.0,8:21.3,17:03.9,,,,,,,1900-01-01 00:16:32.700,1900-01-01 00:08:18.000,1900-01-01 00:17:24.000,1900-01-01 00:08:21.300,1900-01-01 00:17:03.900,,,,,,
Tidaholms MK,2023.0,79.0,Motion -39,510.0,Simon Öberg,Norrahammars MK,5.0,08:05.5,16:53.3,8:35.4,17:13.7,8:42.4,16:40.5,,,,,,,1900-01-01 00:16:53.300,1900-01-01 00:08:35.400,1900-01-01 00:17:13.700,1900-01-01 00:08:42.400,1900-01-01 00:16:40.500,,,,,,
Tidaholms MK,2023.0,80.0,Motion -39,632.0,Viktor Hultman,Mariestads EK,5.0,08:09.2,16:17.3,8:33.8,16:36.5,9:26.5,17:14.9,,,,,,,1900-01-01 00:16:17.300,1900-01-01 00:08:33.800,1900-01-01 00:16:36.500,1900-01-01 00:09:26.500,1900-01-01 00:17:14.900,,,,,,
Tidaholms MK,2023.0,81.0,Motion -39,811.0,Björn Axelsson,FMCK Skövde,5.0,08:24.1,16:55.1,8:46.0,16:13.3,9:36.1,16:53.5,,,,,,,1900-01-01 00:16:55.100,1900-01-01 00:08:46.000,1900-01-01 00:16:13.300,1900-01-01 00:09:36.100,1900-01-01 00:16:53.500,,,,,,
Tidaholms MK,2023.0,82.0,Motion -39,516.0,Dennis Ring,FMCK Borås,5.0,08:40.3,16:34.7,8:38.0,16:48.9,9:01.3,17:37.2,,,,,,,1900-01-01 00:16:34.700,1900-01-01 00:08:38.000,1900-01-01 00:16:48.900,1900-01-01 00:09:01.300,1900-01-01 00:17:37.200,,,,,,
Tidaholms MK,2023.0,83.0,Motion -39,541.0,Patric Gustafsson,Huskvarna MK,5.0,08:48.1,16:50.7,8:06.8,17:02.3,9:35.5,17:12.6,,,,,,,1900-01-01 00:16:50.700,1900-01-01 00:08:06.800,1900-01-01 00:17:02.300,1900-01-01 00:09:35.500,1900-01-01 00:17:12.600,,,,,,
Tidaholms MK,2023.0,84.0,Motion 40-49,981.0,Patrick Wik,Skene MS,5.0,08:48.4,16:19.3,8:21.0,17:18.2,8:57.8,17:51.9,,,,,,,1900-01-01 00:16:19.300,1900-01-01 00:08:21.000,1900-01-01 00:17:18.200,1900-01-01 00:08:57.800,1900-01-01 00:17:51.900,,,,,,
Tidaholms MK,2023.0,85.0,Motion -39,610.0,David Hörberg,Försvarsmaktens EK,5.0,08:49.4,17:17.6,8:34.0,17:19.4,8:36.5,17:01.6,,,,,,,1900-01-01 00:17:17.600,1900-01-01 00:08:34.000,1900-01-01 00:17:19.400,1900-01-01 00:08:36.500,1900-01-01 00:17:01.600,,,,,,
Tidaholms MK,2023.0,86.0,Motion -39,562.0,Johan Hedström,Kinds MK,5.0,08:49.6,16:54.3,8:57.8,17:05.1,8:54.3,16:57.8,,,,,,,1900-01-01 00:16:54.300,1900-01-01 00:08:57.800,1900-01-01 00:17:05.100,1900-01-01 00:08:54.300,1900-01-01 00:16:57.800,,,,,,
Tidaholms MK,2023.0,87.0,Motion -39,528.0,Hugo Lindström,FMCK Borås,5.0,08:50.4,16:20.3,8:09.8,16:34.7,10:44.9,17:00.5,,,,,,,1900-01-01 00:16:20.300,1900-01-01 00:08:09.800,1900-01-01 00:16:34.700,1900-01-01 00:10:44.900,1900-01-01 00:17:00.500,,,,,,
Tidaholms MK,2023.0,88.0,Motion 40-49,952.0,Christian Johansson,Tidaholms MK,5.0,08:52.8,16:02.3,7:51.6,18:19.8,8:29.5,18:09.4,,,,,,,1900-01-01 00:16:02.300,1900-01-01 00:07:51.600,1900-01-01 00:18:19.800,1900-01-01 00:08:29.500,1900-01-01 00:18:09.400,,,,,,
Tidaholms MK,2023.0,89.0,Motion -39,500.0,Tommy Oldenburg,FMCK Skövde,5.0,08:52.9,17:21.9,8:21.7,17:19.1,8:26.2,17:23.9,,,,,,,1900-01-01 00:17:21.900,1900-01-01 00:08:21.700,1900-01-01 00:17:19.100,1900-01-01 00:08:26.200,1900-01-01 00:17:23.900,,,,,,
Tidaholms MK,2023.0,90.0,Motion 40-49,973.0,Björn Runfeldt,Norrahammars MK,5.0,09:29.8,16:20.6,8:22.8,17:44.1,9:00.8,18:01.3,,,,,,,1900-01-01 00:16:20.600,1900-01-01 00:08:22.800,1900-01-01 00:17:44.100,1900-01-01 00:09:00.800,1900-01-01 00:18:01.300,,,,,,
Tidaholms MK,2023.0,91.0,Motion 40-49,943.0,Anton Gustavsson,Mariestads EK,5.0,09:41.5,17:17.7,8:17.6,17:29.3,8:25.8,18:10.8,,,,,,,1900-01-01 00:17:17.700,1900-01-01 00:08:17.600,1900-01-01 00:17:29.300,1900-01-01 00:08:25.800,1900-01-01 00:18:10.800,,,,,,
Tidaholms MK,2023.0,92.0,Motion 40-49,934.0,Fredrik Hassesjö,Ulricehamns MK,5.0,09:46.8,17:03.7,8:02.2,17:19.1,9:39.9,17:41.6,,,,,,,1900-01-01 00:17:03.700,1900-01-01 00:08:02.200,1900-01-01 00:17:19.100,1900-01-01 00:09:39.900,1900-01-01 00:17:41.600,,,,,,
Tidaholms MK,2023.0,93.0,Motion 40-49,1001.0,Kristian Trygg,Falköpings MK,5.0,10:00.4,17:03.4,8:30.7,17:27.0,9:24.5,17:34.6,,,,,,,1900-01-01 00:17:03.400,1900-01-01 00:08:30.700,1900-01-01 00:17:27.000,1900-01-01 00:09:24.500,1900-01-01 00:17:34.600,,,,,,
Tidaholms MK,2023.0,94.0,Ungdom E1,198.0,Jacob Stacke,SMK Värnamo,5.0,10:01.8,16:57.6,8:56.6,16:46.3,9:28.7,17:52.4,,,,,,,1900-01-01 00:16:57.600,1900-01-01 00:08:56.600,1900-01-01 00:16:46.300,1900-01-01 00:09:28.700,1900-01-01 00:17:52.400,,,,,,
Tidaholms MK,2023.0,95.0,Motion 40-49,955.0,Henrik Nilsson,Mariestads EK,5.0,10:03.7,17:19.4,8:41.1,17:18.4,9:19.9,17:24.7,,,,,,,1900-01-01 00:17:19.400,1900-01-01 00:08:41.100,1900-01-01 00:17:18.400,1900-01-01 00:09:19.900,1900-01-01 00:17:24.700,,,,,,
Tidaholms MK,2023.0,96.0,Motion 40-49,920.0,Christoffer Johnsson,Hisingens MK,5.0,10:03.9,16:58.2,8:51.4,17:13.6,9:12.8,17:47.6,,,,,,,1900-01-01 00:16:58.200,1900-01-01 00:08:51.400,1900-01-01 00:17:13.600,1900-01-01 00:09:12.800,1900-01-01 00:17:47.600,,,,,,
Tidaholms MK,2023.0,97.0,Motion -39,591.0,Thim Svensson,Vissefjärda EK,5.0,10:06.9,16:05.6,7:59.7,16:33.0,8:12.8,21:15.5,,,,,,,1900-01-01 00:16:05.600,1900-01-01 00:07:59.700,1900-01-01 00:16:33.000,1900-01-01 00:08:12.800,1900-01-01 00:21:15.500,,,,,,
Tidaholms MK,2023.0,98.0,Motion -39,786.0,Anton Persson,Tibro MK,5.0,10:07.2,16:35.2,8:04.9,16:57.8,11:21.1,17:08.0,,,,,,,1900-01-01 00:16:35.200,1900-01-01 00:08:04.900,1900-01-01 00:16:57.800,1900-01-01 00:11:21.100,1900-01-01 00:17:08.000,,,,,,
Tidaholms MK,2023.0,99.0,Motion 40-49,917.0,Tomas Blom,Hallsbergs MK,5.0,10:10.0,16:47.6,8:03.5,17:06.1,10:44.1,17:28.3,,,,,,,1900-01-01 00:16:47.600,1900-01-01 00:08:03.500,1900-01-01 00:17:06.100,1900-01-01 00:10:44.100,1900-01-01 00:17:28.300,,,,,,
Tidaholms MK,2023.0,100.0,Motion -39,565.0,Erik Wallskog,Töreboda MK,5.0,10:10.2,16:58.4,8:52.6,18:12.2,8:45.9,17:20.9,,,,,,,1900-01-01 00:16:58.400,1900-01-01 00:08:52.600,1900-01-01 00:18:12.200,1900-01-01 00:08:45.900,1900-01-01 00:17:20.900,,,,,,
Tidaholms MK,2023.0,101.0,Motion 40-49,985.0,Håkan Lykkeberg,BMK Uddevalla,5.0,10:18.5,16:47.6,8:22.3,16:30.4,11:44.5,16:53.5,,,,,,,1900-01-01 00:16:47.600,1900-01-01 00:08:22.300,1900-01-01 00:16:30.400,1900-01-01 00:11:44.500,1900-01-01 00:16:53.500,,,,,,
Tidaholms MK,2023.0,102.0,Motion -39,543.0,Axel Gustafsson,Lidköpings MCK,5.0,10:41.2,17:10.5,9:07.3,17:03.8,8:48.2,18:31.2,,,,,,,1900-01-01 00:17:10.500,1900-01-01 00:09:07.300,1900-01-01 00:17:03.800,1900-01-01 00:08:48.200,1900-01-01 00:18:31.200,,,,,,
Tidaholms MK,2023.0,103.0,Motion -39,529.0,Jacob Emilsson,Kristdala Motorsällskap,5.0,11:02.4,17:33.5,9:30.3,17:27.9,9:22.5,17:08.0,,,,,,,1900-01-01 00:17:33.500,1900-01-01 00:09:30.300,1900-01-01 00:17:27.900,1900-01-01 00:09:22.500,1900-01-01 00:17:08.000,,,,,,
Tidaholms MK,2023.0,104.0,Motion 40-49,932.0,Niklas Utterberg,Norrahammars MK,5.0,11:16.0,17:24.5,8:30.0,18:07.6,8:59.2,18:14.5,,,,,,,1900-01-01 00:17:24.500,1900-01-01 00:08:30.000,1900-01-01 00:18:07.600,1900-01-01 00:08:59.200,1900-01-01 00:18:14.500,,,,,,
Tidaholms MK,2023.0,105.0,Motion -39,515.0,Gustav Strinne,Edsvära MCK,5.0,11:44.0,17:16.7,9:08.4,17:50.4,9:19.9,18:08.4,,,,,,,1900-01-01 00:17:16.700,1900-01-01 00:09:08.400,1900-01-01 00:17:50.400,1900-01-01 00:09:19.900,1900-01-01 00:18:08.400,,,,,,
Tidaholms MK,2023.0,106.0,Motion 40-49,958.0,Erik Bergstrand,Oskarshamns MSK,5.0,12:15.0,17:12.7,8:53.3,18:03.0,9:36.9,18:29.0,,,,,,,1900-01-01 00:17:12.700,1900-01-01 00:08:53.300,1900-01-01 00:18:03.000,1900-01-01 00:09:36.900,1900-01-01 00:18:29.000,,,,,,
Tidaholms MK,2023.0,107.0,Motion -39,762.0,Markus Göransson,Lilla Edets MCK,5.0,12:23.5,17:57.2,8:58.0,17:23.3,10:08.0,17:56.9,,,,,,,1900-01-01 00:17:57.200,1900-01-01 00:08:58.000,1900-01-01 00:17:23.300,1900-01-01 00:10:08.000,1900-01-01 00:17:56.900,,,,,,
Tidaholms MK,2023.0,108.0,Ungdom E1,112.0,Edvin Kindgren,SMK Eksjö,5.0,12:24.0,17:19.0,8:59.4,18:37.6,9:49.9,17:37.8,,,,,,,1900-01-01 00:17:19.000,1900-01-01 00:08:59.400,1900-01-01 00:18:37.600,1900-01-01 00:09:49.900,1900-01-01 00:17:37.800,,,,,,
Tidaholms MK,2023.0,109.0,Motion -39,689.0,Jonatan Svantesson,Kullings MS,5.0,12:43.2,17:42.2,9:05.9,17:57.2,10:17.8,17:39.9,,,,,,,1900-01-01 00:17:42.200,1900-01-01 00:09:05.900,1900-01-01 00:17:57.200,1900-01-01 00:10:17.800,1900-01-01 00:17:39.900,,,,,,
Tidaholms MK,2023.0,110.0,Motion 40-49,922.0,Mikael Sahlin,Lidköpings MCK,5.0,12:58.6,17:34.2,8:26.7,17:05.4,10:40.1,19:12.0,,,,,,,1900-01-01 00:17:34.200,1900-01-01 00:08:26.700,1900-01-01 00:17:05.400,1900-01-01 00:10:40.100,1900-01-01 00:19:12.000,,,,,,
Tidaholms MK,2023.0,111.0,Motion -39,544.0,Anton Isaksson,Götene MK,5.0,13:19.3,17:48.8,9:05.6,18:33.8,9:23.3,18:27.5,,,,,,,1900-01-01 00:17:48.800,1900-01-01 00:09:05.600,1900-01-01 00:18:33.800,1900-01-01 00:09:23.300,1900-01-01 00:18:27.500,,,,,,
Tidaholms MK,2023.0,112.0,Motion 40-49,990.0,Johan Kjellson,FMCK Skövde,5.0,13:24.7,17:14.7,8:33.3,18:34.2,10:07.9,18:54.4,,,,,,,1900-01-01 00:17:14.700,1900-01-01 00:08:33.300,1900-01-01 00:18:34.200,1900-01-01 00:10:07.900,1900-01-01 00:18:54.400,,,,,,
Tidaholms MK,2023.0,113.0,Motion 40-49,928.0,Johan Debrianté,SMK Ljungby,5.0,13:25.2,17:08.6,8:14.6,17:38.5,12:29.7,17:53.7,,,,,,,1900-01-01 00:17:08.600,1900-01-01 00:08:14.600,1900-01-01 00:17:38.500,1900-01-01 00:12:29.700,1900-01-01 00:17:53.700,,,,,,
Tidaholms MK,2023.0,114.0,Motion -39,550.0,Eric Gustafsson,SMK Vingåker,5.0,13:43.2,17:38.3,9:00.1,18:42.9,9:52.3,18:29.3,,,,,,,1900-01-01 00:17:38.300,1900-01-01 00:09:00.100,1900-01-01 00:18:42.900,1900-01-01 00:09:52.300,1900-01-01 00:18:29.300,,,,,,
Tidaholms MK,2023.0,115.0,Ungdom E1,125.0,Wiggo Hansson,Tidaholms MK,5.0,13:47.5,16:39.7,8:27.6,20:24.3,9:51.3,18:24.5,,,,,,,1900-01-01 00:16:39.700,1900-01-01 00:08:27.600,1900-01-01 00:20:24.300,1900-01-01 00:09:51.300,1900-01-01 00:18:24.500,,,,,,
Tidaholms MK,2023.0,116.0,Ungdom E1,115.0,Simon Rutgersson,Stenungsunds MS,5.0,13:54.4,17:33.9,9:41.6,18:41.1,10:39.2,17:18.4,,,,,,,1900-01-01 00:17:33.900,1900-01-01 00:09:41.600,1900-01-01 00:18:41.100,1900-01-01 00:10:39.200,1900-01-01 00:17:18.400,,,,,,
Tidaholms MK,2023.0,117.0,Motion 40-49,904.0,Henrik Lindström,FMCK Borås,5.0,13:57.1,17:01.7,9:18.5,19:05.9,10:45.5,17:45.3,,,,,,,1900-01-01 00:17:01.700,1900-01-01 00:09:18.500,1900-01-01 00:19:05.900,1900-01-01 00:10:45.500,1900-01-01 00:17:45.300,,,,,,
Tidaholms MK,2023.0,118.0,Motion 40-49,988.0,Martin Bonander,Stenungsunds MS,5.0,14:30.8,17:47.8,9:55.1,18:15.3,10:34.0,17:58.4,,,,,,,1900-01-01 00:17:47.800,1900-01-01 00:09:55.100,1900-01-01 00:18:15.300,1900-01-01 00:10:34.000,1900-01-01 00:17:58.400,,,,,,
Tidaholms MK,2023.0,119.0,Ungdom E1,194.0,Edwin Djurstedt,Djursdala SK,5.0,14:41.2,17:16.6,9:16.4,17:35.0,10:25.4,20:07.5,,,,,,,1900-01-01 00:17:16.600,1900-01-01 00:09:16.400,1900-01-01 00:17:35.000,1900-01-01 00:10:25.400,1900-01-01 00:20:07.500,,,,,,
Tidaholms MK,2023.0,120.0,Motion -39,606.0,Robin Karlsson,Hjo MK,5.0,14:45.9,18:46.5,9:31.9,18:03.6,9:29.4,18:54.4,,,,,,,1900-01-01 00:18:46.500,1900-01-01 00:09:31.900,1900-01-01 00:18:03.600,1900-01-01 00:09:29.400,1900-01-01 00:18:54.400,,,,,,
Tidaholms MK,2023.0,121.0,Motion -39,517.0,Simon Gustafsson,Älvbygdens MK,5.0,14:48.4,17:48.3,8:59.5,18:41.6,10:00.0,19:18.9,,,,,,,1900-01-01 00:17:48.300,1900-01-01 00:08:59.500,1900-01-01 00:18:41.600,1900-01-01 00:10:00.000,1900-01-01 00:19:18.900,,,,,,
Tidaholms MK,2023.0,122.0,Motion 40-49,913.0,Daniel Blomqvist,FMCK Skövde,5.0,14:50.5,17:24.9,12:29.6,17:29.8,10:21.2,17:04.9,,,,,,,1900-01-01 00:17:24.900,1900-01-01 00:12:29.600,1900-01-01 00:17:29.800,1900-01-01 00:10:21.200,1900-01-01 00:17:04.900,,,,,,
Tidaholms MK,2023.0,123.0,Motion 40-49,975.0,Hannu Ylipekkala,Anderstorp RC,5.0,14:55.6,18:19.3,9:38.2,17:26.6,10:46.1,18:45.1,,,,,,,1900-01-01 00:18:19.300,1900-01-01 00:09:38.200,1900-01-01 00:17:26.600,1900-01-01 00:10:46.100,1900-01-01 00:18:45.100,,,,,,
Tidaholms MK,2023.0,124.0,Motion 40-49,907.0,Jonas Milefors,Kortedala MK,5.0,14:57.3,18:29.6,9:44.8,18:18.3,9:49.7,18:34.7,,,,,,,1900-01-01 00:18:29.600,1900-01-01 00:09:44.800,1900-01-01 00:18:18.300,1900-01-01 00:09:49.700,1900-01-01 00:18:34.700,,,,,,
Tidaholms MK,2023.0,125.0,Motion 40-49,950.0,Johan Elfving,Ulricehamns MK,5.0,15:08.2,17:39.4,8:47.6,17:41.3,9:45.7,21:14.0,,,,,,,1900-01-01 00:17:39.400,1900-01-01 00:08:47.600,1900-01-01 00:17:41.300,1900-01-01 00:09:45.700,1900-01-01 00:21:14.000,,,,,,
Tidaholms MK,2023.0,126.0,Ungdom E1,181.0,Emil Gabrielsson,Skene MS,5.0,15:17.7,17:46.4,10:54.0,18:59.9,9:31.4,18:05.8,,,,,,,1900-01-01 00:17:46.400,1900-01-01 00:10:54.000,1900-01-01 00:18:59.900,1900-01-01 00:09:31.400,1900-01-01 00:18:05.800,,,,,,
Tidaholms MK,2023.0,127.0,Ungdom E1,107.0,Thure Rudklint,Oskarshamns MSK,5.0,16:04.2,18:19.4,8:56.4,17:57.5,10:22.6,20:28.1,,,,,,,1900-01-01 00:18:19.400,1900-01-01 00:08:56.400,1900-01-01 00:17:57.500,1900-01-01 00:10:22.600,1900-01-01 00:20:28.100,,,,,,
Tidaholms MK,2023.0,128.0,Motion 40-49,1019.0,Johan Angerd,Tranemo MK,5.0,16:30.9,18:08.4,9:01.2,18:28.7,11:26.4,19:25.9,,,,,,,1900-01-01 00:18:08.400,1900-01-01 00:09:01.200,1900-01-01 00:18:28.700,1900-01-01 00:11:26.400,1900-01-01 00:19:25.900,,,,,,
Tidaholms MK,2023.0,129.0,Motion 40-49,912.0,Peter Berggren,BMK Uddevalla,5.0,17:26.1,19:04.5,9:33.3,19:15.8,10:14.8,19:17.5,,,,,,,1900-01-01 00:19:04.500,1900-01-01 00:09:33.300,1900-01-01 00:19:15.800,1900-01-01 00:10:14.800,1900-01-01 00:19:17.500,,,,,,
Tidaholms MK,2023.0,130.0,Motion 40-49,930.0,Jonas Lyttbacka,Örebro EK,5.0,17:44.5,17:24.9,9:13.0,17:55.0,13:56.5,19:14.8,,,,,,,1900-01-01 00:17:24.900,1900-01-01 00:09:13.000,1900-01-01 00:17:55.000,1900-01-01 00:13:56.500,1900-01-01 00:19:14.800,,,,,,
Tidaholms MK,2023.0,131.0,Motion -39,669.0,Albin Johansson,Lidköpings MCK,5.0,18:20.9,18:44.6,9:01.1,20:57.7,10:06.0,19:31.4,,,,,,,1900-01-01 00:18:44.600,1900-01-01 00:09:01.100,1900-01-01 00:20:57.700,1900-01-01 00:10:06.000,1900-01-01 00:19:31.400,,,,,,
Tidaholms MK,2023.0,132.0,Motion 40-49,915.0,Martin Jonsson,Töreboda MK,5.0,18:37.0,18:11.0,9:52.0,19:29.3,11:04.8,19:59.8,,,,,,,1900-01-01 00:18:11.000,1900-01-01 00:09:52.000,1900-01-01 00:19:29.300,1900-01-01 00:11:04.800,1900-01-01 00:19:59.800,,,,,,
Tidaholms MK,2023.0,133.0,Motion 40-49,956.0,Tommy Jonsson,Mariestads EK,5.0,18:48.3,18:43.3,9:52.2,18:47.0,12:17.0,19:08.5,,,,,,,1900-01-01 00:18:43.300,1900-01-01 00:09:52.200,1900-01-01 00:18:47.000,1900-01-01 00:12:17.000,1900-01-01 00:19:08.500,,,,,,
Tidaholms MK,2023.0,134.0,Motion 40-49,926.0,Mark Edvardsson,Alingsås MCK,5.0,18:51.8,18:13.4,10:20.9,19:48.5,10:34.9,19:53.9,,,,,,,1900-01-01 00:18:13.400,1900-01-01 00:10:20.900,1900-01-01 00:19:48.500,1900-01-01 00:10:34.900,1900-01-01 00:19:53.900,,,,,,
