Plats,År,Plac,Klass,#,Namn,Klubb,Varv,Tid,Varv 1,Varv 2,Varv 3,Varv 4,Varv 5,Varv 6,Varv 7,Varv 8,Varv 9,Varv 10,Varv 11,Varv 1_Datetime,Varv 2_Datetime,Varv 3_Datetime,Varv 4_Datetime,Varv 5_Datetime,Varv 6_Datetime,Varv 7_Datetime,Varv 8_Datetime,Varv 9_Datetime,Varv 10_Datetime,Varv 11_Datetime
Falköpings MK,2023.0,171.0,Motion 16-29,361.0,Joel Björkman,SMK Kolmården,4.0,27:06.2,2:18.1,23:46.0,25:02.2,35:59.8,,,,,,,,1900-01-01 00:02:18.100,1900-01-01 00:23:46.000,1900-01-01 00:25:02.200,1900-01-01 00:35:59.800,,,,,,,
Falköpings MK,2023.0,172.0,Motion 16-29,304.0,Simon Hopander Ankarhake,Nyköpings MS,2.0,23:08.4,2:09.2,20:59.1,,,,,,,,,,1900-01-01 00:02:09.200,1900-01-01 00:20:59.100,,,,,,,,,
Falköpings MK,2023.0,173.0,Motion 40-49,559.0,Jimmy Ivarsson,SMK Trollhättan,2.0,26:37.0,4:37.1,21:59.9,,,,,,,,,,1900-01-01 00:04:37.100,1900-01-01 00:21:59.900,,,,,,,,,
Falköpings MK,2023.0,174.0,Motion 16-29,354.0,Fredric Köpsén,Kullings MS,1.0,02:43.1,2:43.1,,,,,,,,,,,1900-01-01 00:02:43.100,,,,,,,,,,
Falköpings MK,2023.0,175.0,Motion 40-49,513.0,Daniel Blomqvist,FMCK Skövde,1.0,04:53.8,4:53.8,,,,,,,,,,,1900-01-01 00:04:53.800,,,,,,,,,,
Falköpings MK,2023.0,176.0,Motion 40-49,560.0,Johan Söderberg,Haninge MK,1.0,05:08.9,5:08.9,,,,,,,,,,,1900-01-01 00:05:08.900,,,,,,,,,,
Falköpings MK,2023.0,177.0,Motion 50-59,660.0,Jonas Sjöberg,Folkare MK,1.0,06:59.5,6:59.5,,,,,,,,,,,1900-01-01 00:06:59.500,,,,,,,,,,
Falköpings MK,2023.0,1.0,Senior,6.0,Oskar Ljungström,Falköpings MK,11.0,24:44.3,6:41.2,9:00.5,6:35.2,8:57.1,6:36.0,8:55.8,6:36.6,8:59.3,6:37.8,9:06.9,6:37.5,1900-01-01 00:06:41.200,1900-01-01 00:09:00.500,1900-01-01 00:06:35.200,1900-01-01 00:08:57.100,1900-01-01 00:06:36.000,1900-01-01 00:08:55.800,1900-01-01 00:06:36.600,1900-01-01 00:08:59.300,1900-01-01 00:06:37.800,1900-01-01 00:09:06.900,1900-01-01 00:06:37.500
Falköpings MK,2023.0,2.0,Junior,113.0,André Högberg,Falköpings MK,11.0,28:10.8,6:49.3,9:26.7,6:57.6,9:21.4,6:55.3,9:17.6,6:51.8,9:17.1,6:55.9,9:15.0,7:02.6,1900-01-01 00:06:49.300,1900-01-01 00:09:26.700,1900-01-01 00:06:57.600,1900-01-01 00:09:21.400,1900-01-01 00:06:55.300,1900-01-01 00:09:17.600,1900-01-01 00:06:51.800,1900-01-01 00:09:17.100,1900-01-01 00:06:55.900,1900-01-01 00:09:15.000,1900-01-01 00:07:02.600
Falköpings MK,2023.0,3.0,Junior,191.0,Isac Friman,Tidaholms MK,11.0,29:03.9,6:59.0,9:28.0,7:03.4,9:25.5,7:01.2,9:24.8,6:58.3,9:19.3,6:55.9,9:21.7,7:06.3,1900-01-01 00:06:59.000,1900-01-01 00:09:28.000,1900-01-01 00:07:03.400,1900-01-01 00:09:25.500,1900-01-01 00:07:01.200,1900-01-01 00:09:24.800,1900-01-01 00:06:58.300,1900-01-01 00:09:19.300,1900-01-01 00:06:55.900,1900-01-01 00:09:21.700,1900-01-01 00:07:06.300
Falköpings MK,2023.0,4.0,Senior,3.0,Jesper Börjesson,Tibro MK,11.0,29:25.6,6:52.5,9:22.9,6:54.7,9:26.8,7:01.1,9:23.6,7:00.5,9:20.6,6:58.6,9:21.1,7:42.6,1900-01-01 00:06:52.500,1900-01-01 00:09:22.900,1900-01-01 00:06:54.700,1900-01-01 00:09:26.800,1900-01-01 00:07:01.100,1900-01-01 00:09:23.600,1900-01-01 00:07:00.500,1900-01-01 00:09:20.600,1900-01-01 00:06:58.600,1900-01-01 00:09:21.100,1900-01-01 00:07:42.600
Falköpings MK,2023.0,5.0,Senior,20.0,Robert Friberg,FMCK Skövde,11.0,30:09.7,7:01.1,9:34.8,7:09.8,9:37.0,7:05.8,9:26.8,7:02.8,9:22.2,7:04.3,9:30.9,7:13.7,1900-01-01 00:07:01.100,1900-01-01 00:09:34.800,1900-01-01 00:07:09.800,1900-01-01 00:09:37.000,1900-01-01 00:07:05.800,1900-01-01 00:09:26.800,1900-01-01 00:07:02.800,1900-01-01 00:09:22.200,1900-01-01 00:07:04.300,1900-01-01 00:09:30.900,1900-01-01 00:07:13.700
Falköpings MK,2023.0,6.0,Junior,186.0,Alvin Ceder,Götene MK,11.0,30:32.4,6:51.1,9:48.0,7:06.7,9:28.2,7:04.4,9:22.7,7:11.6,9:27.4,7:14.1,9:40.5,7:17.2,1900-01-01 00:06:51.100,1900-01-01 00:09:48.000,1900-01-01 00:07:06.700,1900-01-01 00:09:28.200,1900-01-01 00:07:04.400,1900-01-01 00:09:22.700,1900-01-01 00:07:11.600,1900-01-01 00:09:27.400,1900-01-01 00:07:14.100,1900-01-01 00:09:40.500,1900-01-01 00:07:17.200
Falköpings MK,2023.0,7.0,Senior,78.0,Adam Fast,SMK Vingåker,11.0,30:45.6,7:07.6,9:32.7,7:08.0,9:42.9,7:05.6,9:37.4,7:10.1,9:37.0,7:06.5,9:30.9,7:06.4,1900-01-01 00:07:07.600,1900-01-01 00:09:32.700,1900-01-01 00:07:08.000,1900-01-01 00:09:42.900,1900-01-01 00:07:05.600,1900-01-01 00:09:37.400,1900-01-01 00:07:10.100,1900-01-01 00:09:37.000,1900-01-01 00:07:06.500,1900-01-01 00:09:30.900,1900-01-01 00:07:06.400
Falköpings MK,2023.0,8.0,Senior,35.0,Erik Wahlström,FMCK Skövde,11.0,31:30.7,7:04.2,9:46.7,7:11.5,9:44.1,7:12.7,9:37.3,7:11.3,9:40.4,7:07.0,9:40.8,7:14.3,1900-01-01 00:07:04.200,1900-01-01 00:09:46.700,1900-01-01 00:07:11.500,1900-01-01 00:09:44.100,1900-01-01 00:07:12.700,1900-01-01 00:09:37.300,1900-01-01 00:07:11.300,1900-01-01 00:09:40.400,1900-01-01 00:07:07.000,1900-01-01 00:09:40.800,1900-01-01 00:07:14.300
Falköpings MK,2023.0,9.0,Junior,179.0,Kalle Hindström,Tibro MK,11.0,31:44.6,7:11.0,9:44.5,7:15.0,9:44.0,7:18.9,9:40.9,7:09.7,9:40.2,7:09.9,9:35.4,7:14.9,1900-01-01 00:07:11.000,1900-01-01 00:09:44.500,1900-01-01 00:07:15.000,1900-01-01 00:09:44.000,1900-01-01 00:07:18.900,1900-01-01 00:09:40.900,1900-01-01 00:07:09.700,1900-01-01 00:09:40.200,1900-01-01 00:07:09.900,1900-01-01 00:09:35.400,1900-01-01 00:07:14.900
Falköpings MK,2023.0,10.0,Junior,123.0,Olle Häger,Örebro EK,11.0,31:56.5,7:29.9,9:41.6,7:06.1,9:59.4,7:16.6,9:43.0,7:14.7,9:38.4,7:06.1,9:35.9,7:04.3,1900-01-01 00:07:29.900,1900-01-01 00:09:41.600,1900-01-01 00:07:06.100,1900-01-01 00:09:59.400,1900-01-01 00:07:16.600,1900-01-01 00:09:43.000,1900-01-01 00:07:14.700,1900-01-01 00:09:38.400,1900-01-01 00:07:06.100,1900-01-01 00:09:35.900,1900-01-01 00:07:04.300
Falköpings MK,2023.0,11.0,Junior,182.0,Arvid Karlsson,FMCK Skövde,11.0,32:26.5,7:13.8,9:52.6,7:25.6,10:00.3,7:19.2,9:37.3,7:16.3,9:33.8,7:13.9,9:37.7,7:15.6,1900-01-01 00:07:13.800,1900-01-01 00:09:52.600,1900-01-01 00:07:25.600,1900-01-01 00:10:00.300,1900-01-01 00:07:19.200,1900-01-01 00:09:37.300,1900-01-01 00:07:16.300,1900-01-01 00:09:33.800,1900-01-01 00:07:13.900,1900-01-01 00:09:37.700,1900-01-01 00:07:15.600
Falköpings MK,2023.0,12.0,Junior,137.0,Alfred Karlsson,FMCK Skövde,11.0,33:47.9,7:22.9,9:57.7,7:35.2,10:03.2,7:23.3,9:53.0,7:18.8,9:46.5,7:18.8,9:48.1,7:19.9,1900-01-01 00:07:22.900,1900-01-01 00:09:57.700,1900-01-01 00:07:35.200,1900-01-01 00:10:03.200,1900-01-01 00:07:23.300,1900-01-01 00:09:53.000,1900-01-01 00:07:18.800,1900-01-01 00:09:46.500,1900-01-01 00:07:18.800,1900-01-01 00:09:48.100,1900-01-01 00:07:19.900
Falköpings MK,2023.0,13.0,Junior,121.0,Carl Nydén,SMK Värnamo,11.0,34:00.4,7:30.5,9:56.5,7:25.4,9:52.5,7:23.6,9:51.1,7:24.1,9:58.0,7:30.4,9:48.2,7:19.7,1900-01-01 00:07:30.500,1900-01-01 00:09:56.500,1900-01-01 00:07:25.400,1900-01-01 00:09:52.500,1900-01-01 00:07:23.600,1900-01-01 00:09:51.100,1900-01-01 00:07:24.100,1900-01-01 00:09:58.000,1900-01-01 00:07:30.400,1900-01-01 00:09:48.200,1900-01-01 00:07:19.700
Falköpings MK,2023.0,14.0,Junior,107.0,Lukas Engerstad,Skene MS,11.0,34:09.2,7:25.6,9:52.8,7:22.1,9:52.5,7:26.6,10:04.4,7:27.3,9:55.7,7:27.1,9:55.0,7:19.5,1900-01-01 00:07:25.600,1900-01-01 00:09:52.800,1900-01-01 00:07:22.100,1900-01-01 00:09:52.500,1900-01-01 00:07:26.600,1900-01-01 00:10:04.400,1900-01-01 00:07:27.300,1900-01-01 00:09:55.700,1900-01-01 00:07:27.100,1900-01-01 00:09:55.000,1900-01-01 00:07:19.500
Falköpings MK,2023.0,15.0,Junior,111.0,Marcel Tara,Tibro MK,11.0,35:15.8,7:27.8,10:08.1,7:30.1,9:59.4,7:32.1,10:09.6,7:34.7,9:58.0,7:21.5,10:04.1,7:30.0,1900-01-01 00:07:27.800,1900-01-01 00:10:08.100,1900-01-01 00:07:30.100,1900-01-01 00:09:59.400,1900-01-01 00:07:32.100,1900-01-01 00:10:09.600,1900-01-01 00:07:34.700,1900-01-01 00:09:58.000,1900-01-01 00:07:21.500,1900-01-01 00:10:04.100,1900-01-01 00:07:30.000
Falköpings MK,2023.0,16.0,Junior,109.0,Jesper Storm,Tidaholms MK,11.0,35:55.2,7:26.9,10:36.4,7:34.6,10:11.7,7:27.5,10:04.6,7:29.8,10:00.3,7:24.6,9:57.4,7:41.1,1900-01-01 00:07:26.900,1900-01-01 00:10:36.400,1900-01-01 00:07:34.600,1900-01-01 00:10:11.700,1900-01-01 00:07:27.500,1900-01-01 00:10:04.600,1900-01-01 00:07:29.800,1900-01-01 00:10:00.300,1900-01-01 00:07:24.600,1900-01-01 00:09:57.400,1900-01-01 00:07:41.100
Falköpings MK,2023.0,17.0,Senior,11.0,Lucas Holgersson,MC Alingsås,11.0,37:29.8,7:33.9,10:20.0,7:34.8,10:22.3,7:37.4,10:17.7,7:42.5,10:17.8,7:40.5,10:21.3,7:41.3,1900-01-01 00:07:33.900,1900-01-01 00:10:20.000,1900-01-01 00:07:34.800,1900-01-01 00:10:22.300,1900-01-01 00:07:37.400,1900-01-01 00:10:17.700,1900-01-01 00:07:42.500,1900-01-01 00:10:17.800,1900-01-01 00:07:40.500,1900-01-01 00:10:21.300,1900-01-01 00:07:41.300
Falköpings MK,2023.0,18.0,Junior,125.0,Oliver Önnefors,FMCK Skövde,11.0,38:06.8,7:18.4,10:16.2,7:40.5,10:26.7,7:56.4,10:35.5,7:44.3,10:22.4,7:42.6,10:20.0,7:43.3,1900-01-01 00:07:18.400,1900-01-01 00:10:16.200,1900-01-01 00:07:40.500,1900-01-01 00:10:26.700,1900-01-01 00:07:56.400,1900-01-01 00:10:35.500,1900-01-01 00:07:44.300,1900-01-01 00:10:22.400,1900-01-01 00:07:42.600,1900-01-01 00:10:20.000,1900-01-01 00:07:43.300
Falköpings MK,2023.0,19.0,Junior,114.0,Melvin Blom,Bodafors MK,11.0,38:22.4,7:34.0,10:28.9,7:49.2,10:20.4,7:37.4,10:07.0,7:55.4,10:14.9,7:58.0,10:17.1,7:59.7,1900-01-01 00:07:34.000,1900-01-01 00:10:28.900,1900-01-01 00:07:49.200,1900-01-01 00:10:20.400,1900-01-01 00:07:37.400,1900-01-01 00:10:07.000,1900-01-01 00:07:55.400,1900-01-01 00:10:14.900,1900-01-01 00:07:58.000,1900-01-01 00:10:17.100,1900-01-01 00:07:59.700
Falköpings MK,2023.0,20.0,Junior,112.0,Viggo Johansson,SMK Eksjö,11.0,41:53.4,7:47.7,10:24.6,7:59.8,10:37.7,7:58.2,10:44.9,8:12.7,10:55.2,8:04.2,10:57.5,8:10.3,1900-01-01 00:07:47.700,1900-01-01 00:10:24.600,1900-01-01 00:07:59.800,1900-01-01 00:10:37.700,1900-01-01 00:07:58.200,1900-01-01 00:10:44.900,1900-01-01 00:08:12.700,1900-01-01 00:10:55.200,1900-01-01 00:08:04.200,1900-01-01 00:10:57.500,1900-01-01 00:08:10.300
Falköpings MK,2023.0,21.0,Junior,118.0,Emil Mann,Falköpings MK,11.0,42:27.9,8:00.9,10:28.2,7:58.1,10:32.3,7:58.1,10:37.6,8:07.6,11:02.3,8:18.2,11:02.7,8:21.2,1900-01-01 00:08:00.900,1900-01-01 00:10:28.200,1900-01-01 00:07:58.100,1900-01-01 00:10:32.300,1900-01-01 00:07:58.100,1900-01-01 00:10:37.600,1900-01-01 00:08:07.600,1900-01-01 00:11:02.300,1900-01-01 00:08:18.200,1900-01-01 00:11:02.700,1900-01-01 00:08:21.200
Falköpings MK,2023.0,22.0,Junior,101.0,Arvid Petersson,Tranemo MK,11.0,43:22.5,8:08.3,10:57.6,8:13.1,10:52.3,8:03.3,10:58.8,8:14.0,10:56.2,8:14.7,10:57.5,7:46.2,1900-01-01 00:08:08.300,1900-01-01 00:10:57.600,1900-01-01 00:08:13.100,1900-01-01 00:10:52.300,1900-01-01 00:08:03.300,1900-01-01 00:10:58.800,1900-01-01 00:08:14.000,1900-01-01 00:10:56.200,1900-01-01 00:08:14.700,1900-01-01 00:10:57.500,1900-01-01 00:07:46.200
Falköpings MK,2023.0,23.0,Junior,145.0,Ludvig Hamberg,FMCK Skövde,11.0,45:29.4,8:18.2,11:06.1,8:10.4,10:56.9,8:26.3,10:59.8,8:09.6,10:50.7,8:10.6,11:54.0,8:26.4,1900-01-01 00:08:18.200,1900-01-01 00:11:06.100,1900-01-01 00:08:10.400,1900-01-01 00:10:56.900,1900-01-01 00:08:26.300,1900-01-01 00:10:59.800,1900-01-01 00:08:09.600,1900-01-01 00:10:50.700,1900-01-01 00:08:10.600,1900-01-01 00:11:54.000,1900-01-01 00:08:26.400
Falköpings MK,2023.0,24.0,Junior,106.0,Dennis Henberg,Hjo MK,10.0,26:52.5,7:19.5,9:55.4,7:23.4,10:02.4,7:37.6,9:54.7,7:23.5,9:51.0,7:30.4,9:54.0,,1900-01-01 00:07:19.500,1900-01-01 00:09:55.400,1900-01-01 00:07:23.400,1900-01-01 00:10:02.400,1900-01-01 00:07:37.600,1900-01-01 00:09:54.700,1900-01-01 00:07:23.500,1900-01-01 00:09:51.000,1900-01-01 00:07:30.400,1900-01-01 00:09:54.000,
Falköpings MK,2023.0,25.0,Junior,171.0,Sixten Lundgren,Norrahammars MK,10.0,27:41.1,7:28.1,9:58.5,7:33.9,10:19.7,7:33.4,9:54.2,7:31.6,9:56.8,7:34.7,9:49.7,,1900-01-01 00:07:28.100,1900-01-01 00:09:58.500,1900-01-01 00:07:33.900,1900-01-01 00:10:19.700,1900-01-01 00:07:33.400,1900-01-01 00:09:54.200,1900-01-01 00:07:31.600,1900-01-01 00:09:56.800,1900-01-01 00:07:34.700,1900-01-01 00:09:49.700,
Falköpings MK,2023.0,26.0,Bredd,245.0,Andreas Toresson,Lilla Edets MCK,9.0,15:13.0,7:09.8,9:44.9,7:10.3,9:49.5,7:17.8,9:49.2,7:10.0,9:44.1,7:16.9,,,1900-01-01 00:07:09.800,1900-01-01 00:09:44.900,1900-01-01 00:07:10.300,1900-01-01 00:09:49.500,1900-01-01 00:07:17.800,1900-01-01 00:09:49.200,1900-01-01 00:07:10.000,1900-01-01 00:09:44.100,1900-01-01 00:07:16.900,,
Falköpings MK,2023.0,27.0,Bredd,214.0,Magnus Blom,Bodafors MK,9.0,18:07.9,7:27.2,10:08.6,7:34.5,10:04.4,7:31.4,10:11.1,7:32.9,10:06.3,7:31.1,,,1900-01-01 00:07:27.200,1900-01-01 00:10:08.600,1900-01-01 00:07:34.500,1900-01-01 00:10:04.400,1900-01-01 00:07:31.400,1900-01-01 00:10:11.100,1900-01-01 00:07:32.900,1900-01-01 00:10:06.300,1900-01-01 00:07:31.100,,
Falköpings MK,2023.0,28.0,Bredd,201.0,Eddie Bergman,Tibro MK,9.0,18:31.4,7:39.7,10:02.0,7:37.0,10:11.1,7:36.8,10:08.0,7:32.4,10:09.0,7:35.0,,,1900-01-01 00:07:39.700,1900-01-01 00:10:02.000,1900-01-01 00:07:37.000,1900-01-01 00:10:11.100,1900-01-01 00:07:36.800,1900-01-01 00:10:08.000,1900-01-01 00:07:32.400,1900-01-01 00:10:09.000,1900-01-01 00:07:35.000,,
Falköpings MK,2023.0,29.0,Dam,408.0,Matilda Huss,Göta MS,9.0,19:49.0,7:47.2,10:14.0,7:44.2,10:16.6,7:41.5,10:20.4,7:41.9,10:15.2,7:47.4,,,1900-01-01 00:07:47.200,1900-01-01 00:10:14.000,1900-01-01 00:07:44.200,1900-01-01 00:10:16.600,1900-01-01 00:07:41.500,1900-01-01 00:10:20.400,1900-01-01 00:07:41.900,1900-01-01 00:10:15.200,1900-01-01 00:07:47.400,,
Falköpings MK,2023.0,30.0,Dam,401.0,Linnéa Åkesson,FMCK Skövde,9.0,20:10.7,7:44.4,10:25.0,7:47.3,10:26.2,7:39.4,10:16.9,7:39.7,10:16.4,7:55.0,,,1900-01-01 00:07:44.400,1900-01-01 00:10:25.000,1900-01-01 00:07:47.300,1900-01-01 00:10:26.200,1900-01-01 00:07:39.400,1900-01-01 00:10:16.900,1900-01-01 00:07:39.700,1900-01-01 00:10:16.400,1900-01-01 00:07:55.000,,
Falköpings MK,2023.0,31.0,Bredd,210.0,Melvin Bernström,Carlsborgs MK,9.0,21:03.8,7:46.9,10:33.1,7:50.9,10:31.3,7:55.9,10:22.8,7:53.0,10:21.5,7:48.2,,,1900-01-01 00:07:46.900,1900-01-01 00:10:33.100,1900-01-01 00:07:50.900,1900-01-01 00:10:31.300,1900-01-01 00:07:55.900,1900-01-01 00:10:22.800,1900-01-01 00:07:53.000,1900-01-01 00:10:21.500,1900-01-01 00:07:48.200,,
Falköpings MK,2023.0,32.0,Bredd,236.0,Lucas Robinsson,Falköpings MK,9.0,24:05.4,7:50.4,10:43.5,8:10.6,10:54.2,8:09.6,10:56.2,8:06.2,10:55.8,8:18.5,,,1900-01-01 00:07:50.400,1900-01-01 00:10:43.500,1900-01-01 00:08:10.600,1900-01-01 00:10:54.200,1900-01-01 00:08:09.600,1900-01-01 00:10:56.200,1900-01-01 00:08:06.200,1900-01-01 00:10:55.800,1900-01-01 00:08:18.500,,
Falköpings MK,2023.0,33.0,Bredd,336.0,Andreas Johansson,Carlsborgs MK,9.0,24:37.9,8:01.7,10:49.2,7:59.9,10:50.1,8:09.0,11:03.0,8:15.1,10:58.2,8:31.4,,,1900-01-01 00:08:01.700,1900-01-01 00:10:49.200,1900-01-01 00:07:59.900,1900-01-01 00:10:50.100,1900-01-01 00:08:09.000,1900-01-01 00:11:03.000,1900-01-01 00:08:15.100,1900-01-01 00:10:58.200,1900-01-01 00:08:31.400,,
Falköpings MK,2023.0,34.0,Bredd,332.0,Ulf Åström,Wäxjö MS,9.0,24:41.5,8:07.8,10:43.8,8:05.8,10:58.2,8:05.1,11:14.0,8:12.9,10:53.6,8:19.9,,,1900-01-01 00:08:07.800,1900-01-01 00:10:43.800,1900-01-01 00:08:05.800,1900-01-01 00:10:58.200,1900-01-01 00:08:05.100,1900-01-01 00:11:14.000,1900-01-01 00:08:12.900,1900-01-01 00:10:53.600,1900-01-01 00:08:19.900,,
Falköpings MK,2023.0,35.0,Bredd,233.0,Simon Nyström,Skene MS,9.0,25:03.4,8:05.0,10:57.0,8:18.8,11:08.7,8:07.7,10:59.5,8:02.8,11:15.5,8:07.9,,,1900-01-01 00:08:05.000,1900-01-01 00:10:57.000,1900-01-01 00:08:18.800,1900-01-01 00:11:08.700,1900-01-01 00:08:07.700,1900-01-01 00:10:59.500,1900-01-01 00:08:02.800,1900-01-01 00:11:15.500,1900-01-01 00:08:07.900,,
Falköpings MK,2023.0,36.0,Bredd,200.0,Andreas Josefsson,Falköpings MK,9.0,26:53.6,8:39.0,11:16.0,8:21.7,11:04.6,8:20.1,11:12.6,8:18.4,11:11.7,8:29.2,,,1900-01-01 00:08:39.000,1900-01-01 00:11:16.000,1900-01-01 00:08:21.700,1900-01-01 00:11:04.600,1900-01-01 00:08:20.100,1900-01-01 00:11:12.600,1900-01-01 00:08:18.400,1900-01-01 00:11:11.700,1900-01-01 00:08:29.200,,
Falköpings MK,2023.0,37.0,Bredd,269.0,Albin Bäckström Herbertsson,Säffle MCK,9.0,30:47.8,8:51.4,11:36.6,9:00.9,11:43.0,8:50.4,11:41.8,8:45.6,11:32.3,8:45.4,,,1900-01-01 00:08:51.400,1900-01-01 00:11:36.600,1900-01-01 00:09:00.900,1900-01-01 00:11:43.000,1900-01-01 00:08:50.400,1900-01-01 00:11:41.800,1900-01-01 00:08:45.600,1900-01-01 00:11:32.300,1900-01-01 00:08:45.400,,
Falköpings MK,2023.0,38.0,Dam,410.0,Emelie Sandström,Bengtsfors MCC,9.0,32:28.5,8:33.9,11:29.5,8:46.6,11:51.3,9:20.1,12:14.5,9:07.8,11:59.9,9:04.5,,,1900-01-01 00:08:33.900,1900-01-01 00:11:29.500,1900-01-01 00:08:46.600,1900-01-01 00:11:51.300,1900-01-01 00:09:20.100,1900-01-01 00:12:14.500,1900-01-01 00:09:07.800,1900-01-01 00:11:59.900,1900-01-01 00:09:04.500,,
Falköpings MK,2023.0,39.0,Bredd,219.0,Mats Alfredsson,Bengtsfors MCC,9.0,33:57.1,9:01.9,12:04.0,9:02.6,11:51.0,9:10.0,12:12.7,9:12.0,12:08.4,9:14.1,,,1900-01-01 00:09:01.900,1900-01-01 00:12:04.000,1900-01-01 00:09:02.600,1900-01-01 00:11:51.000,1900-01-01 00:09:10.000,1900-01-01 00:12:12.700,1900-01-01 00:09:12.000,1900-01-01 00:12:08.400,1900-01-01 00:09:14.100,,
Falköpings MK,2023.0,40.0,Bredd,254.0,Johan Sigby,Norrahammars MK,9.0,36:43.3,9:24.5,12:25.3,9:18.4,12:33.4,9:20.0,12:28.0,9:18.7,12:19.7,9:34.9,,,1900-01-01 00:09:24.500,1900-01-01 00:12:25.300,1900-01-01 00:09:18.400,1900-01-01 00:12:33.400,1900-01-01 00:09:20.000,1900-01-01 00:12:28.000,1900-01-01 00:09:18.700,1900-01-01 00:12:19.700,1900-01-01 00:09:34.900,,
Falköpings MK,2023.0,41.0,Bredd,311.0,Johan Wolgers,FMCK Borås,9.0,43:16.1,9:47.0,13:10.6,9:45.7,12:51.7,9:47.9,13:55.4,10:10.2,13:31.9,10:15.2,,,1900-01-01 00:09:47.000,1900-01-01 00:13:10.600,1900-01-01 00:09:45.700,1900-01-01 00:12:51.700,1900-01-01 00:09:47.900,1900-01-01 00:13:55.400,1900-01-01 00:10:10.200,1900-01-01 00:13:31.900,1900-01-01 00:10:15.200,,
Falköpings MK,2023.0,42.0,Dam,415.0,Emelie Johansson,Götene MK,9.0,44:52.2,10:15.9,13:04.1,9:48.0,13:28.3,9:54.2,13:24.2,10:43.2,13:46.3,10:27.6,,,1900-01-01 00:10:15.900,1900-01-01 00:13:04.100,1900-01-01 00:09:48.000,1900-01-01 00:13:28.300,1900-01-01 00:09:54.200,1900-01-01 00:13:24.200,1900-01-01 00:10:43.200,1900-01-01 00:13:46.300,1900-01-01 00:10:27.600,,
Falköpings MK,2023.0,43.0,Dam,407.0,Matilda Alexandersson Fridolfsson,Götene MK,9.0,51:27.7,10:25.7,13:55.9,10:02.7,14:12.7,10:28.7,15:07.4,11:03.0,14:52.8,11:18.5,,,1900-01-01 00:10:25.700,1900-01-01 00:13:55.900,1900-01-01 00:10:02.700,1900-01-01 00:14:12.700,1900-01-01 00:10:28.700,1900-01-01 00:15:07.400,1900-01-01 00:11:03.000,1900-01-01 00:14:52.800,1900-01-01 00:11:18.500,,
Falköpings MK,2023.0,44.0,Bredd,321.0,Philip Johansson,Skene MS,8.0,21:17.7,8:28.4,11:42.6,8:48.0,11:35.9,8:29.7,11:21.4,8:46.6,12:04.7,,,,1900-01-01 00:08:28.400,1900-01-01 00:11:42.600,1900-01-01 00:08:48.000,1900-01-01 00:11:35.900,1900-01-01 00:08:29.700,1900-01-01 00:11:21.400,1900-01-01 00:08:46.600,1900-01-01 00:12:04.700,,,
Falköpings MK,2023.0,45.0,Junior,135.0,Isak Angerd,Tranemo MK,8.0,30:39.8,9:19.5,14:36.8,9:37.6,12:40.0,9:44.6,12:35.1,9:37.4,12:28.5,,,,1900-01-01 00:09:19.500,1900-01-01 00:14:36.800,1900-01-01 00:09:37.600,1900-01-01 00:12:40.000,1900-01-01 00:09:44.600,1900-01-01 00:12:35.100,1900-01-01 00:09:37.400,1900-01-01 00:12:28.500,,,
Falköpings MK,2023.0,46.0,Junior,172.0,Alexander Andersson,Tranemo MK,8.0,30:57.3,8:51.1,12:16.5,9:37.2,12:56.3,9:38.6,13:32.2,10:04.6,14:00.5,,,,1900-01-01 00:08:51.100,1900-01-01 00:12:16.500,1900-01-01 00:09:37.200,1900-01-01 00:12:56.300,1900-01-01 00:09:38.600,1900-01-01 00:13:32.200,1900-01-01 00:10:04.600,1900-01-01 00:14:00.500,,,
Falköpings MK,2023.0,47.0,Junior,149.0,Linus Knutsson,Falköpings MK,2.0,18:32.1,7:33.1,10:58.9,,,,,,,,,,1900-01-01 00:07:33.100,1900-01-01 00:10:58.900,,,,,,,,,
Falköpings MK,2023.0,48.0,Dam,444.0,Alexandra Rosenqvist Hoff,Skene MS,1.0,10:55.5,10:55.5,,,,,,,,,,,1900-01-01 00:10:55.500,,,,,,,,,,
Tibro MK,2023.0,1.0,Motion 50-59,1465.0,Per Wikvist,Hallsbergs MK,3.0,55:55.3,19:06.0,18:18.8,18:30.5,,,,,,,,,1900-01-01 00:19:06.000,1900-01-01 00:18:18.800,1900-01-01 00:18:30.500,,,,,,,,
Tibro MK,2023.0,2.0,Ungdom E0,1.0,Hampus Andersson,Tibro MK,3.0,56:17.4,18:46.6,18:39.3,18:51.4,,,,,,,,,1900-01-01 00:18:46.600,1900-01-01 00:18:39.300,1900-01-01 00:18:51.400,,,,,,,,
Tibro MK,2023.0,3.0,Motion 50-59,1244.0,Robert Salomonsson,Tibro MK,3.0,56:24.5,18:47.7,18:51.4,18:45.2,,,,,,,,,1900-01-01 00:18:47.700,1900-01-01 00:18:51.400,1900-01-01 00:18:45.200,,,,,,,,
Tibro MK,2023.0,4.0,Motion 50-59,1222.0,Klas Elofsson,Skene MS,3.0,57:44.4,19:40.9,18:56.9,19:06.4,,,,,,,,,1900-01-01 00:19:40.900,1900-01-01 00:18:56.900,1900-01-01 00:19:06.400,,,,,,,,
